source,phase_or_run,job_id,array_task_id,file_type,relative_path,bytes,lines,modified_local_time,status_hint,last_nonempty_line
local,phase2_main,,7,log,local_snapshot/runs/phase2_main/logs/qwen_shard_7.log,2667,37,2026-06-18 20:03:08,log_present,"Loading weights: 100%|██████████| 339/339 [00:05<00:00, 64.31it/s]"
local,phase2_mistral_smoke_slurm_3765.err,3765,,err,local_snapshot/runs/phase2_mistral_smoke_slurm_3765.err,963,12,2026-06-21 11:19:17,needs_review,slurmstepd: error: *** JOB 3765 ON gpu-07 CANCELLED AT 2026-06-21T11:08:51 ***
local,phase2_unique,3691,,err,local_snapshot/runs/phase2_unique/logs/slurm_reader_3691.err,131,1,2026-06-18 20:22:30,log_present,/var/spool/slurmd/job03691/slurm_script: line 17: /local/ssd1/software/anaconda3/etc/profile.d/conda.sh: No such file or directory
local,phase2_unique,3691,,out,local_snapshot/runs/phase2_unique/logs/slurm_reader_3691.out,0,0,2026-06-18 20:22:30,empty,
local,phase2_unique,3692,,err,local_snapshot/runs/phase2_unique/logs/slurm_reader_3692.err,14501,188,2026-06-18 20:25:07,log_present,"Loading weights: 100%|██████████| 579/579 [00:54<00:00, 10.62it/s]"
local,phase2_unique,3692,,out,local_snapshot/runs/phase2_unique/logs/slurm_reader_3692.out,2558,70,2026-06-18 20:30:01,log_present,}
local,phase2_unique_irr,3732,0,err,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_0.err,2463,33,2026-06-20 20:56:26,log_present,"Loading weights: 100%|██████████| 339/339 [00:04<00:00, 83.44it/s]"
local,phase2_unique_irr,3732,0,out,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_0.out,0,0,2026-06-20 20:56:10,empty,
local,phase2_unique_irr,3732,1,err,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_1.err,2390,32,2026-06-20 20:56:26,log_present,"Loading weights: 100%|██████████| 339/339 [00:03<00:00, 84.99it/s]"
local,phase2_unique_irr,3732,1,out,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_1.out,0,0,2026-06-20 20:56:10,empty,
local,phase2_unique_irr,3732,2,err,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_2.err,2315,31,2026-06-20 20:56:26,log_present,"Loading weights: 100%|██████████| 339/339 [00:04<00:00, 82.59it/s]"
local,phase2_unique_irr,3732,2,out,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_2.out,0,0,2026-06-20 20:56:10,empty,
local,phase2_unique_irr,3732,3,err,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_3.err,2391,32,2026-06-20 20:56:26,log_present,"Loading weights: 100%|██████████| 339/339 [00:04<00:00, 81.82it/s]"
local,phase2_unique_irr,3732,3,out,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_3.out,0,0,2026-06-20 20:56:10,empty,
local,phase2_unique_irr,3732,4,err,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_4.err,2461,33,2026-06-20 20:56:26,log_present,"Loading weights: 100%|██████████| 339/339 [00:04<00:00, 81.52it/s]"
local,phase2_unique_irr,3732,4,out,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_4.out,0,0,2026-06-20 20:56:10,empty,
local,phase2_unique_irr,3732,5,err,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_5.err,2327,31,2026-06-20 21:03:46,log_present,"Loading weights: 100%|██████████| 339/339 [00:03<00:00, 96.05it/s]"
local,phase2_unique_irr,3732,5,out,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_5.out,0,0,2026-06-20 21:03:28,empty,
local,phase2_unique_irr,3732,6,err,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_6.err,2328,31,2026-06-20 21:03:46,log_present,"Loading weights: 100%|██████████| 339/339 [00:03<00:00, 96.33it/s]"
local,phase2_unique_irr,3732,6,out,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_6.out,0,0,2026-06-20 21:03:30,empty,
local,phase2_unique_irr,3732,7,err,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_7.err,2332,31,2026-06-20 21:03:46,log_present,"Loading weights: 100%|██████████| 339/339 [00:03<00:00, 98.89it/s]"
local,phase2_unique_irr,3732,7,out,local_snapshot/runs/phase2_unique_irr/logs/slurm_qwen_3732_7.out,0,0,2026-06-20 21:03:35,empty,
local,phase4_probe,3771,,err,local_snapshot/runs/phase4_probe/qwen7_probe_all_closed_known_vquick/logs/slurm_3771.err,0,0,2026-06-21 11:19:04,empty,
local,phase4_probe,3771,,out,local_snapshot/runs/phase4_probe/qwen7_probe_all_closed_known_vquick/logs/slurm_3771.out,462,16,2026-06-21 11:19:10,log_present,}
local,phase4_probe,3773,,err,local_snapshot/runs/phase4_probe/qwen7_probe_all_vquick/logs/slurm_3773.err,0,0,2026-06-21 11:19:04,empty,
local,phase4_probe,3773,,out,local_snapshot/runs/phase4_probe/qwen7_probe_all_vquick/logs/slurm_3773.out,438,16,2026-06-21 11:20:04,log_present,}
local,phase4_probe,3772,,err,local_snapshot/runs/phase4_probe/qwen7_probe_clean_all_vquick/logs/slurm_3772.err,0,0,2026-06-21 11:19:04,empty,
local,phase4_probe,3772,,out,local_snapshot/runs/phase4_probe/qwen7_probe_clean_all_vquick/logs/slurm_3772.out,450,16,2026-06-21 11:19:43,log_present,}
local,phase4_probe,3774,,err,local_snapshot/runs/phase4_probe/qwen7_probe_controls_quick/logs/slurm_3774.err,0,0,2026-06-21 11:20:55,empty,
local,phase4_probe,3774,,out,local_snapshot/runs/phase4_probe/qwen7_probe_controls_quick/logs/slurm_3774.out,567,21,2026-06-21 11:22:21,log_present,}
local,phase4_probe,3822,,err,local_snapshot/runs/phase4_probe/qwen7_probe_controls_t1/logs/slurm_3822.err,0,0,2026-06-22 19:32:01,empty,
local,phase4_probe,3822,,out,local_snapshot/runs/phase4_probe/qwen7_probe_controls_t1/logs/slurm_3822.out,1378,41,2026-06-22 19:35:19,log_present,}
local,phase4_probe,3823,,err,local_snapshot/runs/phase4_probe/qwen7_probe_controls_t1/logs/slurm_gate5_3823.err,0,0,2026-06-22 19:43:31,empty,
local,phase4_probe,3823,,out,local_snapshot/runs/phase4_probe/qwen7_probe_controls_t1/logs/slurm_gate5_3823.out,4260,155,2026-06-22 19:53:00,log_present,}
local,phase4_probe,3824,,err,local_snapshot/runs/phase4_probe/qwen7_probe_controls_t1/logs/slurm_gate6_3824.err,0,0,2026-06-22 20:05:00,empty,
local,phase4_probe,3824,,out,local_snapshot/runs/phase4_probe/qwen7_probe_controls_t1/logs/slurm_gate6_3824.out,3147,102,2026-06-22 20:08:27,log_present,}
local,phase4_probe,3770,,err,local_snapshot/runs/phase4_probe/qwen7_probe_veracity_quick/logs/slurm_3770.err,0,0,2026-06-21 11:18:18,empty,
local,phase4_probe,3770,,out,local_snapshot/runs/phase4_probe/qwen7_probe_veracity_quick/logs/slurm_3770.out,455,16,2026-06-21 11:18:29,log_present,}
local,t3_cross_family,3895,0,err,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_0.err,6310,83,2026-06-25 13:10:33,log_present,"Loading weights: 100%|██████████| 195/195 [00:15<00:00, 12.27it/s]"
local,t3_cross_family,3895,0,out,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_0.out,0,0,2026-06-25 13:10:07,empty,
local,t3_cross_family,3895,1,err,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_1.err,6622,87,2026-06-25 13:10:33,log_present,"Loading weights: 100%|██████████| 195/195 [00:15<00:00, 12.24it/s]"
local,t3_cross_family,3895,1,out,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_1.out,0,0,2026-06-25 13:10:07,empty,
local,t3_cross_family,3895,2,err,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_2.err,6475,85,2026-06-25 13:10:33,log_present,"Loading weights: 100%|██████████| 195/195 [00:15<00:00, 12.28it/s]"
local,t3_cross_family,3895,2,out,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_2.out,0,0,2026-06-25 13:10:07,empty,
local,t3_cross_family,3895,3,err,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_3.err,6557,86,2026-06-25 13:10:33,log_present,"Loading weights: 100%|██████████| 195/195 [00:15<00:00, 12.27it/s]"
local,t3_cross_family,3895,3,out,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_3.out,0,0,2026-06-25 13:10:07,empty,
local,t3_cross_family,3895,4,err,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_4.err,7155,94,2026-06-25 13:10:32,log_present,"Loading weights: 100%|██████████| 195/195 [00:17<00:00, 11.00it/s]"
local,t3_cross_family,3895,4,out,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_4.out,0,0,2026-06-25 13:10:07,empty,
local,t3_cross_family,3895,5,err,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_5.err,7234,95,2026-06-25 13:10:32,log_present,"Loading weights: 100%|██████████| 195/195 [00:17<00:00, 10.99it/s]"
local,t3_cross_family,3895,5,out,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_5.out,0,0,2026-06-25 13:10:07,empty,
local,t3_cross_family,3895,6,err,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_6.err,7238,95,2026-06-25 13:10:32,log_present,"Loading weights: 100%|██████████| 195/195 [00:17<00:00, 11.00it/s]"
local,t3_cross_family,3895,6,out,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_6.out,0,0,2026-06-25 13:10:07,empty,
local,t3_cross_family,3895,7,err,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_7.err,7238,95,2026-06-25 13:10:32,log_present,"Loading weights: 100%|██████████| 195/195 [00:17<00:00, 10.99it/s]"
local,t3_cross_family,3895,7,out,local_snapshot/runs/t3_cross_family/logs/slurm_phi3_3895_7.out,0,0,2026-06-25 13:10:07,empty,
